Date,AOBL-SOS (Proposed),SOS (Baseline),GA,PSO,DE,Ledoit-Wolf,Max Sharpe,Min Variance,Equal Weight (1/N)
2018-01-25,0.010447115170504746,0.005194287441146582,0.007027238692857685,0.010187558216065947,0.005110697005769381,0.008026809133605628,0.008157612273364017,0.006799876273885368,-3.2375297100400116e-05
2018-01-26,0.01992173636299043,0.021319779247062652,0.01494939073231565,0.020524913981383876,0.017844100622145247,0.020770760358030965,0.02089321209768996,0.010083378927890291,0.010992204630626815
2018-01-29,0.0018344995130431876,0.0029640458193279156,0.00039824045532559755,0.0033161542951559413,0.00284178299880116,0.0025230213573264743,0.00259384001506392,-0.009177584818832761,-0.0060103183946932405
2018-01-30,-0.008232286416448865,-0.005312950025508967,-0.011403529341035067,-0.005423225627040691,-0.0037300947820039345,-0.007486477881249882,-0.007471186276420079,-0.0055598596990687095,-0.010152073467665624
2018-01-31,0.0064596907870277595,0.007996317673223877,-0.0006304342034386764,0.003911779483199227,0.003820514269633178,0.004570158523027982,0.004637768262743191,-0.0020875866359296525,0.0013834201778290527
2018-02-01,-0.004576726699600304,-0.01078665084182397,-0.006273248845305072,-0.00020535483474060396,-0.003985005275704862,-0.005972019930676268,-0.005887034951605718,-0.0036982565282461695,-0.0026460866144305353
2018-02-02,-0.00948044894006166,-0.004325613274025406,-0.019458168980669818,-0.01185422202762371,-0.007316481459547365,-0.008472383118231884,-0.008504535972544415,-0.014708252756478774,-0.019159402529147752
2018-02-05,-0.041355765499329365,-0.03993551687371122,-0.04777430440425293,-0.03964715267228306,-0.04500509340243005,-0.04423676502582431,-0.04414193109718163,-0.037494411269223066,-0.04023943549116854
2018-02-06,0.015914118072998213,0.008244276448819343,0.0215349565247047,0.011671614216107748,0.018376540826702478,0.01688638433354335,0.01672736533000196,0.005514682455667587,0.01736099381985736
2018-02-07,0.007849526725800634,0.002406574213263976,-0.00041490736932537964,0.010344265593960683,0.00933981624391698,0.006726375290461093,0.006812217972401375,-0.003609102902246645,-0.00517268498466713
2018-02-08,-0.037480726126788697,-0.039827149358375565,-0.04118868970172578,-0.04101641173425672,-0.041060915614297006,-0.040026313436401485,-0.039981511135841995,-0.027619691998430094,-0.03615028341904321
2018-02-09,0.02284659139618122,0.016352502779124502,0.027465440903993037,0.016643839565754177,0.019058454884279624,0.02139411455174939,0.02143764989564879,0.014673732058729799,0.01651758090475681
2018-02-12,0.013982218624545883,0.016123142634312283,0.008788532314523815,0.014498550601080577,0.013241842819059588,0.012991193103631142,0.012950053748224463,0.01044375757080118,0.013577257722956844
2018-02-13,0.0097450374328709,0.007326375671834798,0.004424654712809723,0.007118644396677177,0.008486647052231096,0.008016463645192571,0.00804400516660799,0.0013920833326180398,0.0023454263487246493
2018-02-14,0.014779898417992049,0.01172783935284299,0.017405889906386956,0.009158476224236826,0.011625216998467792,0.012657330490895107,0.012568207751956217,-0.004032612978832056,0.012045322693122298
2018-02-15,0.019589128607882297,0.02097524932815006,0.01886922992215038,0.020663049538601194,0.017582065283729003,0.017511951864795424,0.017592157080474468,0.015537916401217572,0.01432374954868407
2018-02-16,-0.0016396402486178296,-0.000342634742667666,0.0003648646568803613,0.0006074125540620744,-0.0016911238581922697,9.69576105026641e-06,5.901059364161702e-06,0.001413819165714512,0.0009345788809731973
2018-02-20,-0.0035106131034696123,-0.004458653669826201,-0.0013121168578535223,-0.007623066009644322,-0.004948422265245084,-0.005216894980014712,-0.00525735622796278,-0.010456394576977912,-0.004992688307108349
2018-02-21,-0.005709533272840622,-0.006098747000342502,-0.009311335511775641,-0.006077394545020534,-0.004968390537224213,-0.007287398043640112,-0.007334429003395691,-0.007102217518605527,-0.00649622178064854
2018-02-22,-0.0006199031629938887,-0.001997311995336498,4.916941406014489e-05,-0.0003600646064678011,-0.00225236927042227,-0.0013502284743104793,-0.001359460539969556,0.004330324856931305,0.0009600262986588233
2018-02-23,0.01632389277262773,0.01789295484448909,0.014536103338520106,0.016898523800488105,0.015185530675917026,0.01636329442243137,0.016400347188257974,0.01327254283761076,0.015869879776490584
2018-02-26,0.008147045220252731,0.004862696194465163,0.010507204025461066,0.007044423237431754,0.007509986487787089,0.0056642899916318525,0.005568807916219762,0.00886843697522475,0.011643962634573728
2018-02-27,-0.006868607082423832,-0.011479463769427118,-0.010337631096551074,-0.01007672095862199,-0.00915600151140156,-0.009534027754633708,-0.009600103078190292,-0.009620928463921883,-0.011863940118688517
2018-02-28,-0.010409775581869285,-0.008480074512524657,-0.010184625297523673,-0.007728651966061777,-0.010794104705179013,-0.010057945602959719,-0.010036342505595772,-0.011572728972097877,-0.009444239244375765
2018-03-01,-0.019061436548574274,-0.01602344288188651,-0.018571421853132312,-0.01827271047929177,-0.02076804663882021,-0.01822018678534884,-0.018247716833936136,-0.005673389097965253,-0.012485582859506149
2018-03-02,0.011415314485192679,0.007620817505891843,0.011424296476910588,0.009515001175666789,0.008174903758050741,0.007514117244677788,0.007496282308587614,-0.001250418676789455,0.006346511207439715
2018-03-05,0.00880574971586085,0.014632953340208756,0.009187698936610221,0.014243827230538898,0.013508296154370531,0.013900558497611019,0.013918744664284497,0.00975443735537357,0.011132353420407594
2018-03-06,0.001659587606559817,0.0006549206514118458,0.007043577333335034,-0.0010285936900137286,0.002708406548969804,0.0017543140717575475,0.001637032062593132,-0.0020368705291482895,0.002905975494212315
2018-03-07,0.002998647354704141,-0.001364817468837015,-0.0032209747812847814,0.0007461277058671027,0.0003705223240175559,0.0002699558592019748,0.00029495932547333336,-0.0016957619870953422,0.0006740935797387277
2018-03-08,-0.0005222369073810328,0.0019280784174121517,0.001263393473425238,0.0010674547810309225,0.0017287112252924394,0.000187357430121488,0.00019685429299029053,0.008142398079654016,0.004757596079796957
2018-03-09,0.0128381546259474,0.011136889732085396,0.01774388580842374,0.011869560123514018,0.012893486457036701,0.01408265921409579,0.013934248591815659,0.0102454703908857,0.01703855996982457
2018-03-12,-0.004828746965699541,-0.0012855628145751463,-0.003289700836440783,-0.010375225471441018,-0.003651577433541701,-0.005949453611536771,-0.006030442745944731,-0.002659984017577271,-0.0011219136823756482
2018-03-13,-0.0031471708870079614,-0.006328102223267521,-0.006101273713143634,-0.005176033864555998,-0.006235713818454242,-0.005300685236091862,-0.005290720909476011,0.0005340143105291176,-0.005842591429766781
2018-03-14,-0.0019166610683445117,-0.002194809098678588,-0.0008978010771660903,-0.003338374398573472,-0.008622426415753405,-0.0024850789931204842,-0.002409015957920319,-0.004335366830176732,-0.005518442146292238
2018-03-15,0.004988709609695254,0.0008793990200411401,0.0033382196334669095,0.002512636663930205,0.0019646264801525914,0.003473758561449591,0.0034691363311283685,0.0017771060374581326,2.267082483968715e-05
2018-03-16,-0.0013332597269620152,0.0003020791617732772,-0.0010130970936372131,-0.0001719085170090592,-0.002626103443980428,-0.0006377797537395164,-0.0005431133477906418,0.0027442153989716864,0.0023713524147142046
2018-03-19,-0.0071841077765035545,-0.009499404455791996,-0.013656209055295446,-0.0023972016189383973,-0.007391171325912353,-0.008351754938260075,-0.008237824428172853,-0.010091854392521004,-0.012386899174479825
2018-03-20,0.009367011475763068,0.003661705634228584,0.008849654064982997,0.0030964525952209784,0.004291307810240649,0.006533714569814217,0.006520686973464494,-0.00036136047272361966,0.0027079480903859526
2018-03-21,-0.002456200041994478,-0.002704967280146729,-0.0035460262151822772,-0.0018350176096692378,-0.0040274424980590445,-0.003372017784485724,-0.00335845140185982,-0.003691034522966609,-0.0014161174862466215
2018-03-22,-0.020306191822075915,-0.015748045830974954,-0.025433366990234553,-0.016318316882181636,-0.01895970565312301,-0.017584357630740736,-0.017477449638183283,-0.014616151206672433,-0.02373153709002322
2018-03-23,-0.0059781402916852695,-0.012622760663503573,-0.01526017686261559,-0.0025927811154205123,-0.007207020708136797,-0.008588207492703618,-0.008443664502537418,-0.013531313824462534,-0.020417097226100488
2018-03-26,0.031220589206053848,0.025823545722025058,0.032333982960776574,0.02533815660817328,0.025244520054237406,0.027101070354907674,0.02708327574565767,0.015408144811034289,0.027046009858021015
2018-03-27,-0.02359605321704412,-0.022166646330120603,-0.027936303005172438,-0.01658321382306263,-0.02130627616686443,-0.020591811279350697,-0.02050951807418093,-5.52519174989898e-05,-0.017158708294674814
2018-03-28,-0.012720626082355819,-0.013803511627075785,-0.010671972256832358,-0.010249511110936802,-0.011172463618461666,-0.01102185425504282,-0.010975282972187143,0.0038890643520269217,-0.0048981130873887975
2018-03-29,0.012212310084088572,0.015730245323677096,0.0202626694777446,0.013946076956239305,0.015491173089880732,0.014803408986506424,0.014808786240911071,0.0045084358165034715,0.014325736506141131
2018-04-02,-0.018274401993303338,-0.025521654034237628,-0.024688294175526183,-0.02182953759273456,-0.02601112073983523,-0.022486020745368096,-0.02244612312507994,-0.012116354637844018,-0.022587964760048287
2018-04-03,0.012533556693254799,0.011288259984864397,0.012239280969314151,0.00901199657452133,0.014342713488285436,0.011148471030869793,0.010980562467733865,0.011906702181349154,0.013561647528502174
2018-04-04,0.014799819195300275,0.01445445132374749,0.011511642587624554,0.01657457689477534,0.015572592907693987,0.013410853880505058,0.0134452854590703,0.012604662281823565,0.011595677520700778
2018-04-05,0.00866302679496886,0.014044496480627305,0.0045915804590244465,0.015364416968707372,0.012276717323965989,0.00991965454679669,0.009962372797719807,0.005336596509244759,0.004606212958399532
2018-04-06,-0.023200634984210274,-0.022327583144863043,-0.02442679979261807,-0.022240467322734724,-0.023500990307415946,-0.02326608656896921,-0.02324257717616119,-0.014913775705309317,-0.02204264215758369
2018-04-09,-0.000766224695590903,0.0007044264506158234,0.002688310107424949,-0.004516777853422575,-0.0004612299340549965,-0.0005956264223774006,-0.0006274051077447882,0.001123890599289671,0.0024578047338971363
2018-04-10,0.014667455972391882,0.014097907795111114,0.02196803422575026,0.011174880846518898,0.013857056284076404,0.012122834302525988,0.012057357710592466,0.006234133468639411,0.017171731587577087
2018-04-11,-0.004815520820973845,-0.004197177585165138,-0.006257294809833304,-0.0019323897992745375,-0.0036565975412939096,-0.003596383225231038,-0.0035292503521432384,-0.004297041973955843,-0.005725256068612605
2018-04-12,0.010160379670876428,0.007840316870853077,0.013465165376790126,0.005496921570203399,0.009260812667459902,0.009683608959072993,0.009645273274161306,-0.0005202445137913039,0.008417816767052175
2018-04-13,-0.000189300985047849,-0.000783632903014329,-0.003548109634749693,0.0010789356571722579,-0.0007530038771376917,-0.0004754369944137793,-0.00047545908823544566,0.0023877704761100012,-0.0031791694514516334
2018-04-16,0.006580865007455993,0.005510086948598581,0.008532373556878659,0.004035997849993645,0.004437821077650894,0.006837017737374226,0.006857666397475638,0.011814508010718084,0.006962114084073098
2018-04-17,0.01847064039326236,0.017117255910865593,0.022635330200823707,0.014618900140213035,0.014799047106046731,0.01797986422924065,0.017899341578684346,0.005226858473766137,0.01195470522251949
2018-04-18,0.0013779307675649579,-0.0003567852789602443,0.00071215292806765,0.003618739747296136,0.0006454204668904089,0.0025165287945004135,0.002567649081160884,-0.004354285905281334,0.002024773248673808
2018-04-19,-0.005238434024440719,-0.005832700224889656,-0.007573637606948712,-0.005933361505098763,-0.010192415197631356,-0.00858675638596494,-0.008507193361446093,-0.006544991394773812,-0.009380150806419154
2018-04-20,-0.007051118182579235,-0.009646272516988066,-0.00664822503614704,-0.0069164623462672666,-0.007687719895435377,-0.00681178408593865,-0.006800613249357914,-0.007759005009068857,-0.007932335860636628
2018-04-23,-0.0026577090965961233,-0.002704742384879843,-0.004203614903038377,-0.0003938048899032332,-0.003750715734793728,-0.0032421151480178066,-0.003130739520826537,0.002407406377198576,-0.0021480907622364945
2018-04-24,-0.024627643932271064,-0.01993578498426166,-0.014584561090690729,-0.02648882967088231,-0.02977156250736053,-0.02560590521971425,-0.025612909126712612,-0.007211653985537196,-0.011446827168233946
2018-04-25,-0.010995379181543254,-0.009483569263879369,-0.005442884746432227,-0.00970372340417623,-0.008500170602419536,-0.009509611623876153,-0.009618761981665596,-0.0002932367796361344,0.0015855085198761205
2018-04-26,0.011477339676277091,0.011699178894501745,0.018177481474027958,0.013049714447303795,0.008067227533543182,0.013897243555137011,0.013970893440192221,0.0074024227204245695,0.011631432889554675
2018-04-27,-0.006192468030172337,-0.00868194972790468,-0.0007156092475445625,-0.009648528939225607,-0.011763329046998554,-0.011814978273756145,-0.011938456531053951,0.0011687770082549718,3.174007499870139e-05
2018-04-30,-0.004860238506819511,0.0001978959674834864,-0.004937640959995655,-0.002363971652836707,-0.0017309906951698886,-0.0020161622707063477,-0.0019526451385007716,-0.0006414290910960322,-0.007585223876577939
2018-05-01,-0.010082468919272036,-0.005240045529000366,-0.0007929705022507484,-0.015333428586879503,-0.00822556562800376,-0.00888051103793525,-0.009067524414902488,-0.01002117909226021,0.002216714289728945
2018-05-02,-0.004944453835782467,-0.004547505848653914,-0.005789950986481164,-0.0010846088830021138,-0.004320876908195762,-0.0033145104975049263,-0.003263428791979813,-0.009157986852458704,-0.009220047189589443
2018-05-03,0.009222837670951537,0.0027313042238291834,0.003265081900492524,0.0030323790147484056,0.005058065818318018,0.006443696173085311,0.0063806684472500555,0.0017302536976438263,-0.001332646771032867
2018-05-04,0.009271453802828945,0.011088452910496907,0.013741249160235617,0.009901705038708599,0.01058754060002616,0.010284560595578751,0.010211732067950395,0.008961303588665427,0.013084596414644732
2018-05-07,0.009340038534973803,0.010431531551600058,0.007453433044524164,0.005064468467105933,0.011014408482171688,0.009028442289961722,0.009059222429512463,-0.002501603642448644,0.0029390140644246425
2018-05-08,0.006577777233555942,-0.0009052586399261668,0.0018296249724676545,0.006405778249618341,0.005743645535159481,0.004139382440507002,0.004177268345069899,-0.00862790516452158,-0.0007541645752924528
2018-05-09,0.0033710323937260027,0.00709145439878356,0.009595060100282564,0.003796372321118397,0.007793858167098497,0.004096319739298901,0.0040695685389472895,0.0004624298872376302,0.008948825454102726
2018-05-10,0.005348199949218659,0.0036206459831027516,0.007442657775626526,0.0005164882015118023,0.0010979893182086298,0.004224516972250368,0.004208238720410318,0.008970190858862963,0.008871224106986307
2018-05-11,-0.0010403036309867921,-0.0042898464049823375,-0.0011391191180566032,0.0004334796472892344,-0.00490339627234877,-0.001980331788456493,-0.0019381381952557001,0.0039516555727647645,0.002680015499506278
2018-05-14,-0.003524094924537073,-0.0036280033122822524,0.0045664322165541405,-0.005831294597703569,-0.0032587747045432986,-0.0019737617959306136,-0.002052287965251568,-0.0026051068955999478,0.0019374086876695817
2018-05-15,-0.00829821192900697,-0.009950545751577191,-0.012190853980253762,-0.0061595914800341885,-0.008808654688137678,-0.010067235410896868,-0.010030890799362662,-0.005895053642444207,-0.005908513484145143
2018-05-16,0.0007290328763737846,0.00031114200243154204,0.003195420129223896,-0.0023243635960257026,0.0019044686577354198,0.00027328689443113156,0.00022656198925386178,-0.0005198222895847013,0.004409916349826038
2018-05-17,0.0008409901800054663,-0.0010742423673561028,-0.0005906311904086948,-0.0002600649792605139,0.0005748663572580679,0.0002341584988828426,0.00023790304896428895,-0.002002211609792949,-0.0009427826571735595
2018-05-18,0.0010060930150317174,-0.0018583941512967915,-0.0002665577276751299,0.0030462910494211157,0.0016726166325376512,0.0026707380689055334,0.002685784413680726,-0.0022271854831489774,-0.0012224715611824973
2018-05-21,0.009580957819585373,0.01038024390914879,0.0070264428719551434,0.013465810626506711,0.007256369241185131,0.009872275348014544,0.009928007627804353,0.008897822425397875,0.008031872906517334
2018-05-22,-0.009238803464464467,-0.007314298730848769,-0.006559727251815279,-0.012875583236257513,-0.011083444666058808,-0.010831042080322765,-0.010858320891080348,-0.005025247141793312,-0.0034266917981957737
2018-05-23,0.014663692266635293,0.01577712972909038,0.010742784846292656,0.013079156045446376,0.015538385776858593,0.014133174831038223,0.014110381774878283,0.007445097997050718,0.004734216924579936
2018-05-24,0.005036763185191774,0.0017240460015624272,0.0016021351978807916,0.005347843831195448,0.003042610535998643,0.0035823816089502218,0.003610854091124164,0.0019497749118254169,0.00020249537496932332
2018-05-25,0.0008280111159740818,-0.002550421881047542,-0.004641608362490122,-0.001984091516477075,-0.0009020569626116391,0.0009603486095473033,0.0008881475187311288,0.00015973374829561523,-0.0016623693821089583
2018-05-29,-0.006146471261325885,-0.003946908302835441,-0.007726118216740194,-0.004849775615732765,-0.0062785737952402755,-0.006217928853974797,-0.006205833248187561,-0.006531459669790597,-0.009819718481320143
2018-05-30,0.014438548312475435,0.012771718251046796,0.015268190251953853,0.016467466546347585,0.014414007550024992,0.01370802765585141,0.013734630028987019,0.011621358020836981,0.013243557823925205
2018-05-31,-0.007153297911461109,-0.007043026336837233,-0.0050499679443703795,-0.008512032631146365,-0.01067683797328339,-0.008059357094507296,-0.00801571018368097,-0.007831160996682759,-0.007292853687510887
2018-06-01,0.010165106872522195,0.007343631888335796,0.015888789718651,0.008469807268803994,0.011858392125383541,0.008666893816411015,0.008542029617248885,0.0022170395145494092,0.01161339357156375
2018-06-04,0.007969814941061604,0.008315811658282006,0.012181716162785659,0.008339367262079162,0.01015597392083998,0.010236020484625713,0.01023070593167777,0.001982156740887614,0.005615736154985468
2018-06-05,-0.0014973916589273676,0.0006630228380218196,0.002368025228644482,-0.001561863657943715,0.0015708335484807955,-5.300082753628515e-05,-0.00010683825781432158,-0.0012565032959521423,0.0011236016933606624
2018-06-06,0.006411879131570554,0.005328812301204378,0.007404089002745756,0.007302378959726927,0.009244341024499576,0.005472387407951196,0.005371011516150889,0.003135830486314533,0.009216287491402936
2018-06-07,-0.0011899088617249548,-0.00034815414101313686,-0.001793274813328178,0.0017476240651195496,0.0014284579731353407,0.0013521688769453648,0.0014050761220775,0.008958138446027797,-0.0011208526753176923
2018-06-08,0.00056054363376712,0.0013674121361670118,0.0016871459883238983,0.0033834313510743745,0.002109725222013388,0.0017407187048173263,0.0017636531445205067,0.003834073969371027,0.0035741629239685662
2018-06-11,-0.0023604650272375997,0.0002856725505220475,-0.0024170835961647126,-0.00135788316899619,0.0001620910904631267,-0.001453151310893428,-0.0015325907985356412,-0.0035686531825399543,0.002731869769261112
2018-06-12,0.00010404954998415935,0.004316124502238842,0.001090160671097921,2.493919112226278e-05,0.00012140335187909341,0.0018290459836445808,0.0018015227382082253,0.003573185670671994,0.0017901874209202034
2018-06-13,0.003194527486576611,0.002116148106722501,0.0013168186801508096,0.002773305370042857,0.0003012970533729341,0.0009212878304413794,0.0009311032780964287,-0.005787627872707311,-0.004065122548655784
2018-06-14,0.0040988244391822765,0.00943374800910463,0.007709001288777353,0.002159468104497848,0.0048410190939534295,0.005918450982478657,0.005819171456337594,0.0032238111058440723,0.0021583421262165265
2018-06-15,-0.0006828670818404169,0.0014462706405003892,-3.1899419688465744e-05,0.0023042694909154843,0.0023571590204376947,0.001462055443380913,0.001432919833631616,0.0058880511733164845,0.000433731241959506
2018-06-18,-0.0003190695653689483,0.00011648988402160584,-0.0004271765012582403,0.00032472908875933815,-0.00257658354702755,-0.0020194575854938276,-0.0019241710042998206,-0.007391798790311975,-0.00305966206684623
2018-06-19,-0.006847750436377727,-0.0016300438926910939,-0.003549173993654177,-0.004774660999438238,-0.007918734211841862,-0.004364072118545876,-0.004380539149908065,4.560697387772351e-05,-0.004844528832777484
2018-06-20,0.0023535023719969297,0.006141998370164087,0.007478160709487816,0.004285849555614514,0.004506924428044882,0.0030393647061559637,0.003041774943305298,-0.0038929827458538215,0.0015062608502621967
2018-06-21,-0.003869275711230738,-0.004986901872131135,-0.005386958549072436,-0.0015233512976210086,-0.003763351523338134,-0.002183552876215776,-0.0021214200026122947,-0.00013864890868980543,-0.006938643460898093
2018-06-22,-0.004201368140892958,-0.0047641005900502485,-0.002846204484750373,-0.004851118174743436,-0.0040851751409843136,-0.0034250579586902192,-0.0034690743287287755,0.010114795564050816,0.0017707571985404085
2018-06-25,-0.01267563026268732,-0.014849503647816951,-0.022030183278727695,-0.008634021428503162,-0.013855342998151386,-0.014531580664309809,-0.014390859080171417,-0.0021163477064105804,-0.01357486111686069
2018-06-26,0.002718686874120845,0.00802100855064476,0.005814274252848797,0.002547604780147464,0.003351077571959315,0.004223362917520346,0.004185198053891691,-0.0017409062416393689,0.00265203050999492
2018-06-27,-0.012062234463852158,-0.009649434434098205,-0.013259952161977336,-0.007552146620951162,-0.011591428917642364,-0.010744199917683488,-0.010644135989648102,-0.005836293389605434,-0.009499577688871844
2018-06-28,0.003678382724081938,0.006885503080114704,0.0077082979458989,0.004724009693793903,0.00886956661513112,0.004789935215130524,0.0047031895143769065,0.002764461596303152,0.006111331787556236
2018-06-29,-0.00164670891894076,-0.0047161715297624005,-0.0026438086623111153,-0.0022472170226209153,-0.004456463926534893,-0.0033017785690989884,-0.0033125194851360024,0.0010408608262320736,0.0025603094610489132
2018-07-02,0.0073561915605659094,0.007707880530178331,0.007613421418573736,0.004674511129555642,0.0038902701320756745,0.0074095727890117966,0.007434429284010994,0.0038618915982110914,0.002920137416304434
2018-07-03,-0.006756170006445009,-0.006941957532968944,-0.007400640543085218,-0.007132231847482843,-0.006018753845881678,-0.005107743043662945,-0.005082505642778447,0.001034588724807639,-0.00472888924504957
2018-07-05,0.00739430068886775,0.005805576297802179,0.010223140767846688,0.004092898356190196,0.0069543061301441025,0.006539438133608948,0.006456871870650368,0.010398900193471531,0.009362923764143232
2018-07-06,0.006704581946750309,0.011095836343149685,0.009618501797610656,0.0062252467302661724,0.008231819049677925,0.008716497095294236,0.008705168602954332,0.004479813968949017,0.009401469178679855
2018-07-09,0.008078012468671462,0.007307317025229045,0.008888882885731853,0.009922676151846149,0.011956236453020276,0.008772003536399833,0.008702576799316096,-0.004567612851077376,0.007647451281827073
2018-07-10,0.006155325844599089,0.004697859258325127,0.004675791856745536,0.006166575015723539,0.005858977942232167,0.006222008486416992,0.006232051335601743,0.01265089439188479,0.004898263321850462
2018-07-11,-0.0044355856459365505,-0.003106259577445332,-0.00414761220970602,-0.001360155177088956,-0.005606995867651031,-0.004567776608594087,-0.004560808813963421,-0.00346952716480997,-0.007426473656836631
2018-07-12,0.005078070124685725,0.0069322935419312655,0.010334275901554911,0.008138289153544044,0.008104380515097919,0.006654328971233955,0.006791906237299943,0.005767387123524482,0.008162130767311199
2018-07-13,-0.001015907105297876,-0.0011157622846809025,-0.002723520009005806,-0.0005758134112455415,-0.000420816031604004,-0.00152473291265557,-0.001457739454818239,0.0012126246462643771,0.0006171901261919209
2018-07-16,-0.0015835945818907808,0.0003101184229345393,-0.002819451747249744,-0.0008095156247867626,-0.0026217211977885226,-0.0005031946488974508,-0.00047083472254914963,-0.0013702268022653635,-0.0020129512174689272
2018-07-17,-0.00016913629873161016,-0.0009520150436413067,0.001507416961568797,-0.002148301135943088,0.0006845146227508689,-0.0021544835483053018,-0.0021306331788429594,0.004919456171812592,0.004479397924031912
2018-07-18,0.0029521072248454906,-0.0012627412188051597,0.0010687183454438421,0.0013943601073018533,0.0013741485783802432,0.0006596362029556693,0.0006895229332465954,-0.004796109534677042,0.0027871075855680225
2018-07-19,-0.0028258991857752313,-0.007607754334745332,-0.004587905100852224,-0.0027373153336650116,-0.00578757464292481,-0.004654099524617833,-0.004590229887338538,0.0004598599219670571,-0.0028316838793217844
2018-07-20,-0.0007231403632494995,-0.0003036969171959026,-0.0006858616160916494,0.0007068834254026421,0.0002719424293230474,-0.0006203845768787845,-0.0005963448957799467,-0.000720796495029624,-0.0011357347373910944
2018-07-23,-0.005008961873025079,-0.004881859566831247,0.0007308436863815309,-0.007810908234714186,-0.006866592984147558,-0.005959566847273716,-0.006013234079846392,-0.0033332613148768266,-9.620929102621462e-05
2018-07-24,-0.0003085558173745468,0.0016491713837915145,-0.0006903165177632102,0.0009409067211407598,-0.0003422365894762666,0.0009402441741186211,0.000994557956420262,0.0035246080540935823,0.0011250708663694598
2018-07-25,-0.0008480224916303826,0.0027091640244981748,0.007157073993116142,-0.008912865326542285,-0.0028245473776052844,-0.005790053255849215,-0.0062159115378314835,0.013020015685146956,0.009195434240875012
2018-07-26,-0.00018933753598202112,-0.001937494195106401,0.0005885304708724096,-0.005833554542534326,-0.0021541556764457922,0.00019255654245461191,0.00013933764005282298,0.002996756468980094,0.0026709041198630878
2018-07-27,-0.0050243913403485935,-0.004461231804792619,-0.0109354780318488,-0.002388393301696276,-0.00164487164569112,-0.002036086924181934,-0.0020777261444489535,0.003886888213482825,-0.00703060170234945
2018-07-30,-0.01891170190854503,-0.013925633461056217,-0.018545239944664848,-0.015672403716695732,-0.015953862484892212,-0.014676858273018394,-0.014665405756609615,-0.0033357618129043506,-0.007975584344332083
2018-07-31,0.007064329655177904,0.009864919584912672,0.004299223718334396,0.009558311990598013,0.009228867195405631,0.008170718825507217,0.008214231083213706,0.008889755382493774,0.006421123485311848
